,Unnamed: 0,publicacion_id,numeroReacciones,comentarios_procesado,sector,fecha,clasificacion,encoding
2771,51,publicacion 239,34,"Qué el nuevo Ecuador está conformado por esas 4 provincias, no creo, o hay preferencias.",educacion,2024-06-29,Neutral,1
2772,52,publicacion 130,107,#ChongonesEducacion liderasgo en educación y para delante.,educacion,2024-06-29,Neutral,1
2773,52,publicacion 130,107,Felicitaciones señora Ministra es un inicio excelente por la educación no se detenga ,educacion,2024-06-29,Positive,2
2774,52,publicacion 130,107,Muchas felicitaciones estimada ministra. Buen trabajo por la educación de nuestro país.,educacion,2024-06-29,Positive,2
2775,52,publicacion 130,107,Gran trabajo para la educación #educacionsiempre,educacion,2024-06-29,Positive,2
2776,52,publicacion 130,107,"Excelente gestión Sra. Ministra, con su capacidad y gestión administrativa, se fortalece la educación ecuatoriana, en todo el territorio nacional. Juntos resolvemos con Educación.",educacion,2024-06-29,Positive,2
2777,52,publicacion 130,107,Excelente labor del Gobierno vamos por más,educacion,2024-06-29,Positive,2
2778,52,publicacion 130,107,Excelente gestión.,educacion,2024-06-29,Positive,2
2779,52,publicacion 130,107,Excelente gestión,educacion,2024-06-29,Positive,2
2780,52,publicacion 130,107,Siempre avanzando #ecuadoreseducacion,educacion,2024-06-29,Neutral,1
2781,52,publicacion 130,107,Excelente gestión Sra. Ministra ,educacion,2024-06-29,Positive,2
2782,52,publicacion 130,107,Una gran oportunidad para nuestra niñez y adolescencia ecuatoriana.,educacion,2024-06-29,Positive,2
2783,52,publicacion 130,107,Felicitaciones,educacion,2024-06-29,Positive,2
2784,56,publicacion 178,86,Felicidades y éxitos a quienes serán beneficiados,educacion,2024-07-05,Positive,2
2785,58,publicacion 99,75,"Excelente  ,es una gran oportunidad  y necesidad,que los niños avancen en la cultural general, pero debería trabajar con las casas de la cultura para desarrollar el arte cultural y el ministerio de cultura.porque no hay maestros especializados en Eca,solo algunos ayudan .",educacion,2024-07-05,Positive,2
2786,58,publicacion 99,75,Ahí estaremos ,educacion,2024-07-05,Neutral,1
2787,58,publicacion 99,75,"Excelente, en Vinces estamos activados estimada Ministra #rimn ",educacion,2024-07-05,Positive,2
2788,59,publicacion 287,225,Excelente propuesta #educacionsiempre,educacion,2024-06-30,Positive,2
2789,59,publicacion 287,225,Excelente iniciativa,educacion,2024-06-30,Positive,2
2790,59,publicacion 287,225,Excelente información,educacion,2024-06-30,Positive,2
2791,59,publicacion 287,225,Excelente iniciativa,educacion,2024-06-30,Positive,2
2792,59,publicacion 287,225,La educación es la clave para la libertad y el éxito.,educacion,2024-06-30,Positive,2
2793,59,publicacion 287,225,"Super, excelente ",educacion,2024-06-30,Positive,2
2794,59,publicacion 287,225,excelenteEXITOS,educacion,2024-06-30,Neutral,1
2795,59,publicacion 287,225,"Excelente,éxitos",educacion,2024-06-30,Positive,2
2796,59,publicacion 287,225,Excelente decisión..,educacion,2024-06-30,Positive,2
2797,59,publicacion 287,225,"Excelente,éxitos",educacion,2024-06-30,Positive,2
2798,59,publicacion 287,225,Excelente t,educacion,2024-06-30,Positive,2
2799,59,publicacion 287,225,Buen trabajo.....,educacion,2024-06-30,Positive,2
2800,59,publicacion 287,225,EXCELENTE,educacion,2024-06-30,Positive,2
2801,59,publicacion 287,225,EXCELENTE ,educacion,2024-06-30,Positive,2
2802,59,publicacion 287,225,Exelente,educacion,2024-06-30,Positive,2
2803,59,publicacion 287,225,EXCELENTE,educacion,2024-06-30,Positive,2
2805,59,publicacion 287,225,BUEN TRABAJO EXITOS,educacion,2024-06-30,Positive,2
2806,59,publicacion 287,225,EXCELENTE,educacion,2024-06-30,Positive,2
2809,61,publicacion 345,69,excelente     mi  estimada  ministra   y  entregaran  libris   a  los    colegios  que  tengan  biblioteca,educacion,2024-07-01,Positive,2
2810,62,publicacion 346,64,Excelente Informacion Mineduc Comunicándonos Distrito de Educación Inicial y Preparatoria,educacion,2024-07-05,Positive,2
2811,63,publicacion 350,56,Educación con cambios positivos #educacionsiempre,educacion,2024-07-05,Positive,2
2812,65,publicacion 36,1.8K,"Buenas tardes,  Distrito 09D15. El Empalme. EEB 11 de Mayo. Saludos cordiales.",educacion,2024-07-05,Positive,2
2813,65,publicacion 36,1.8K,"Muy buenas tardes, UE. Salinas Siglo XXI, Distrito La Libertad Salinas, Presente en Webinar sobre la importancia de la Evaluación Formativa. Excelente aporte a la comunidad educativa.",educacion,2024-07-05,Positive,2
2814,65,publicacion 36,1.8K,"Esta muy bien, los docentes necesitan fortalecimiento en la gestión pedagógica, es decir acompañamiento.",educacion,2024-07-05,Positive,2
2815,65,publicacion 36,1.8K,"Bunas tardes compañeras y compañeros... ESC. DE EDUCACIÓN BÁSICA ""DOCE DE OCTUBRE""... Distrito 09D12 NARANJAL-BALAO.",educacion,2024-07-05,Positive,2
2816,65,publicacion 36,1.8K,Muchas gracias por sus aportes en la educación,educacion,2024-07-05,Positive,2
2817,65,publicacion 36,1.8K,Muy buenas tardes la Radio la voz de los niños de la E.E.B Ricardo Muñoz Davila. Les brinda un cariñoso saludo y al mismo tiempo agradecidos por su importante capacitacion.,educacion,2024-07-05,Positive,2
2818,65,publicacion 36,1.8K,CONSUELO CEVALLOS Esc. 29 de Junio felicito por la informacion y orienracion que nos dan para cumplir adecuadamente la tarea efucatica,educacion,2024-07-05,Positive,2
2819,65,publicacion 36,1.8K,"Buenas tardes, Dayana Coque, docente de la Escuela Reino de Quito.",educacion,2024-07-05,Positive,2
2820,65,publicacion 36,1.8K,Buenas tardes Unidad Educativa Fray Sebastián Rosero presente,educacion,2024-07-05,Positive,2
2821,65,publicacion 36,1.8K,Unidad Educativa 23 de Junio de,educacion,2024-07-05,Neutral,1
2822,65,publicacion 36,1.8K,Docente de la escuela Pedro Vicente Maldonado presente.,educacion,2024-07-05,Neutral,1
2823,65,publicacion 36,1.8K,Buenas tardes.,educacion,2024-07-05,Positive,2
2824,65,publicacion 36,1.8K,La evaluación es permanente durante todo el proceso de aprendizaje y es allí donde vamos generando aquellos cambio acorde al contexto.,educacion,2024-07-05,Neutral,1
2825,65,publicacion 36,1.8K,Buenas tardes escuela unidad educativa Vicente anda Aguirre presente,educacion,2024-07-05,Positive,2
2826,65,publicacion 36,1.8K,Unidad educativa  Mario Cabo Barona- Narcisa Paredes les saluda,educacion,2024-07-05,Positive,2
2827,65,publicacion 36,1.8K,Buenas tardes.,educacion,2024-07-05,Positive,2
2828,65,publicacion 36,1.8K,Buenas tardes ,educacion,2024-07-05,Positive,2
2829,65,publicacion 36,1.8K,Distrito 09D14 Escuela de Educación Básica Dr José Luís Tamayo,educacion,2024-07-05,Neutral,1
2830,65,publicacion 36,1.8K,Buenas  Claudia Paredes  Escuela  Fray  Vicente  Solano   presente,educacion,2024-07-05,Neutral,1
2831,65,publicacion 36,1.8K,"MUCHAS GRACIAS, POR ESTE APORTE A LA EDUCACION Y COMPARTIR SUS EXPERIENCIAS.",educacion,2024-07-05,Positive,2
2832,65,publicacion 36,1.8K,Escuela Educación Básica  17 de Septembre - Milagro presente,educacion,2024-07-05,Positive,2
2833,65,publicacion 36,1.8K,"Excelente y bendecida tarde, Distrito 09D14, IE Doris Guevara Pérez presente.",educacion,2024-07-05,Positive,2
2834,65,publicacion 36,1.8K,Buenas tardes Escuela 20 de Agosto docente Luis vaca presente,educacion,2024-07-05,Positive,2
2835,65,publicacion 36,1.8K,Lic. Verónica Yumisiba...Unidad Educativa  Dr. Tomas Rendon Solano  Distrito 03D03,educacion,2024-07-05,Neutral,1
2836,65,publicacion 36,1.8K,UNIDAD EDUCATIVA NACIONES UNIDAS  PELILEO,educacion,2024-07-05,Positive,2
2837,65,publicacion 36,1.8K,"Desde la escuela de EGB Aurelio Bayas Martinez , La Unión- Chordeleg, Azuay, les enviamos un saludo  y agradecemos por este webinar que es muy pertinente para fortalecer  nuestra labor docente",educacion,2024-07-05,Positive,2
2838,65,publicacion 36,1.8K,"Saludos desde la UE ANCON - Distrito 24D01 Santa Elena... Importante capacitación, muchas gracias por vuestros aportes para el mejoramiento de la labor docente",educacion,2024-07-05,Positive,2
2839,65,publicacion 36,1.8K,María Coello desde la unidad Educativa 16 de Julio del rcto La Carmela,educacion,2024-07-05,Neutral,1
2840,65,publicacion 36,1.8K,Escuelita Fray Vicente Solano presente,educacion,2024-07-05,Neutral,1
2841,65,publicacion 36,1.8K,Seria bueno que los talleres y charlas se den en forma presencial,educacion,2024-07-05,Positive,2
2842,65,publicacion 36,1.8K,"Buenas tades excelente información, muchas gracias",educacion,2024-07-05,Positive,2
2843,65,publicacion 36,1.8K,Saludos cordiales Zona 5 Distrito 09D 17  EEB. Dr. Alfredo Pérez Guerrero,educacion,2024-07-05,Positive,2
2844,65,publicacion 36,1.8K,Saludos cordiales desde Distrito Educativao 07D01,educacion,2024-07-05,Positive,2
2845,65,publicacion 36,1.8K,Buenas tardes UNIDAD  EDUCATIVA  ROSA DE LUXEMBURGO  SANTA  ROSA  EL ORO,educacion,2024-07-05,Positive,2
2846,65,publicacion 36,1.8K,Muy buenas Gloria Aguiar Valdiviezo  Docente del Centro de Educación Inicial Casa de la Cultura Ecuatoriana.presente.,educacion,2024-07-05,Positive,2
2847,65,publicacion 36,1.8K,"Excelente, recibir los talleres en territorio.",educacion,2024-07-05,Positive,2
2848,65,publicacion 36,1.8K,"Saludos Esc. Humberto Salazar Pluas del Distrito 09D14, presente",educacion,2024-07-05,Positive,2
2849,65,publicacion 36,1.8K,EEB.Danie Brito Duran Distrito 01D03 Presente.,educacion,2024-07-05,Neutral,1
2850,65,publicacion 36,1.8K,Distrito Educativo 07D01 Pasaje . Presente,educacion,2024-07-05,Neutral,1
2851,65,publicacion 36,1.8K,"Buenas tardes, EEB. Héctor Gonzalo Chica Espinoza, distrito 01D03",educacion,2024-07-05,Positive,2
2852,65,publicacion 36,1.8K,Buenas tardes. ,educacion,2024-07-05,Positive,2
2853,65,publicacion 36,1.8K,Saludos desde El Colegio de Bachillerato Pindal.,educacion,2024-07-05,Positive,2
2854,65,publicacion 36,1.8K,Buenas tardes U.E. 23 de Junio,educacion,2024-07-05,Positive,2
2855,65,publicacion 36,1.8K,"Buenas tardes, Muchas gracias por la información que nos están brindando",educacion,2024-07-05,Positive,2
2856,65,publicacion 36,1.8K,Naciones unidas presente,educacion,2024-07-05,Positive,2
2857,65,publicacion 36,1.8K,Muy buenas tardes.. UEF.. Jaime Vera Herrera,educacion,2024-07-05,Positive,2
2858,65,publicacion 36,1.8K,Buenas tardes le saluda Gloria Jiménez desde colegio Marcabeli en Marcabeli EL ORO,educacion,2024-07-05,Positive,2
2859,65,publicacion 36,1.8K,Buenas tardes Desde la Unidad Educativa Nabon,educacion,2024-07-05,Positive,2
2860,65,publicacion 36,1.8K,Saludos...gracias su aporte muy oportuno...excelente labor,educacion,2024-07-05,Neutral,1
2861,65,publicacion 36,1.8K,Saludos U.E Pichincha Alobamba,educacion,2024-07-05,Positive,2
2862,67,publicacion 182,102,Excelente gestión seguimos avanzando Distrito 2,educacion,2024-07-05,Positive,2
2863,67,publicacion 182,102,"Excelente, Estamos contento con la obra",educacion,2024-07-05,Positive,2
2864,67,publicacion 182,102,Gran gestión ,educacion,2024-07-05,Positive,2
2865,67,publicacion 182,102,Buen trabajo,educacion,2024-07-05,Positive,2
2866,67,publicacion 182,102,Un gran trabajo #educacionsiempre,educacion,2024-07-05,Positive,2
2867,67,publicacion 182,102,Excelente gestión para este comunidad educativa,educacion,2024-07-05,Positive,2
2868,68,publicacion 169,100,Info,educacion,2024-07-05,Neutral,1
2869,68,publicacion 169,100,Sinchisinchi wambrakuna,educacion,2024-07-05,Positive,2
2870,69,publicacion 193,75,Excelente gestión en bien de nuestros educandos.,educacion,2024-07-05,Positive,2
2871,70,publicacion 339,151,Excelente iniciativa que fortalecerán a las unidades educativa. Felicidades,educacion,2024-06-30,Positive,2
2872,70,publicacion 339,151,"Gracias por darmos ideas pequeñas para que luego se conviertan en grandes proyectos, a favor de la niñez y la comunidad",educacion,2024-06-30,Positive,2
2873,70,publicacion 339,151,Gracias  por motivarnos a trabajar en equipo,educacion,2024-06-30,Positive,2
2874,70,publicacion 339,151,Excelente sugerencias. Éxitos,educacion,2024-06-30,Positive,2
2875,70,publicacion 339,151,Excelente equipo,educacion,2024-06-30,Positive,2
2876,70,publicacion 339,151,"Buen trabajo ,gracias por motivarnos  a trabajar con la comunidad educativa ....",educacion,2024-06-30,Positive,2
2877,71,publicacion 432,50,Muchas Felicitaciones mi estimada Ministra Dra. Alegría Crespo excelentes gestiones.,educacion,2024-07-05,Positive,2
2878,75,publicacion 87,76,felicidades,educacion,2024-07-05,Positive,2
2879,76,publicacion 104,52,Me parce una decisión acertada pero que pasa con el CONCURSO DE MERITO PARA DIRECTIVOS QUE LE DEJARON DOS VECES DESIERTA. Ya es hora de retomar también ese tema,educacion,2024-07-02,Positive,2
2880,79,publicacion 316,80,Excelente ,educacion,2024-07-05,Positive,2
2881,79,publicacion 316,80,"Armida Ubilla Castro Hola, lamento contactarte de esta manera, no creo que sea una coincidencia.      Después de varios días de intensa oración y ayuno, es hermoso que el Espíritu Santo me haya dirigido a ti.       Mi nombre es García de Henriquez Lilian de origen salvadoreño, vivo en Francia, mi esposo falleció hace 10 años y me afectó mucho y me provocó enfermedades estresantes y no he tenido hijos.        Quiero con toda mi alma que aceptes mi donación monetaria de 500.000 euros que tengo en BNP Paribas.      Temo a Dios, como dice en 2 Corintios 9:7-8 (Cada uno da lo que tiene en su corazón, sin tristeza ni coacción, porque Dios ama al dador alegre. Y Dios es poderoso en todo).       gracias a ti, para que en todo, en todo momento, todo lo que necesitas rebose en toda buena obra).        Me gustaría entonces que aceptaras mi regalo, Dios te puso en mi camino y eres la persona que elegí .       No rechacen mi regalo porque Dios aborrece la soberbia y está escrito en Proverbio 29 versículo 23: <La soberbia del hombre le llevará a la humillación, pero el que es humilde de espíritu alcanzará gloria>.      Todo esto doy porque el amor al prójimo es el fundamento de mi vida cristiana porque está escrito en 1 Corintios 13 versículo 3: <Y si repartes todos tus bienes entre los pobres, si todavía entregas tu cuerpo a las llamas, pero si no tienes amor, no te sirve de nada. > gracias por tu comprensión, por favor contáctame al WhatsApp +22957228412",educacion,2024-07-05,Positive,2
2882,79,publicacion 316,80,Saludos desde Vinces Estimada Maria Belén,educacion,2024-07-05,Positive,2
2883,79,publicacion 316,80,"Shirley Narcisa Aviles Rivera Hola, lamento contactarte de esta manera, no creo que sea una coincidencia.      Después de varios días de intensa oración y ayuno, es hermoso que el Espíritu Santo me haya dirigido a ti.       Mi nombre es García de Henriquez Lilian de origen salvadoreño, vivo en Francia, mi esposo falleció hace 10 años y me afectó mucho y me provocó enfermedades estresantes y no he tenido hijos.        Quiero con toda mi alma que aceptes mi donación monetaria de 500.000 euros que tengo en BNP Paribas.      Temo a Dios, como dice en 2 Corintios 9:7-8 (Cada uno da lo que tiene en su corazón, sin tristeza ni coacción, porque Dios ama al dador alegre. Y Dios es poderoso en todo).       gracias a ti, para que en todo, en todo momento, todo lo que necesitas rebose en toda buena obra).        Me gustaría entonces que aceptaras mi regalo, Dios te puso en mi camino y eres la persona que elegí .       No rechacen mi regalo porque Dios aborrece la soberbia y está escrito en Proverbio 29 versículo 23: <La soberbia del hombre le llevará a la humillación, pero el que es humilde de espíritu alcanzará gloria>.      Todo esto doy porque el amor al prójimo es el fundamento de mi vida cristiana porque está escrito en 1 Corintios 13 versículo 3: <Y si repartes todos tus bienes entre los pobres, si todavía entregas tu cuerpo a las llamas, pero si no tienes amor, no te sirve de nada. > gracias por tu comprensión, por favor contáctame al WhatsApp +22957228412",educacion,2024-07-05,Positive,2
2884,79,publicacion 316,80,Activos y muchos saludos de parte de nuestra Provincia Bolivar ,educacion,2024-07-05,Positive,2
2885,80,publicacion 78,83,Felicitaciones mi estimada,educacion,2024-07-05,Positive,2
2886,81,publicacion 167,101,El trabajo en equipo da muy buenos resultados. En el cual los beneficiarios directos siempre será la juventud,educacion,2024-07-05,Positive,2
2887,81,publicacion 167,101,Felicidades Excelente trabajobendiciones. ,educacion,2024-07-05,Positive,2
2888,81,publicacion 167,101,Siempre comprometido con la educación de Pangua sr. Director.,educacion,2024-07-05,Positive,2
2889,81,publicacion 167,101,Felicitaciones por el trabajo arduo que hace Sr. Director Distrital Ing. Luis Cueva siga así por el bien de las Instituciones Educativas de Pangua,educacion,2024-07-05,Positive,2
2890,81,publicacion 167,101,Felicitaciones por la excelente gestión realizada.,educacion,2024-07-05,Positive,2
2891,81,publicacion 167,101,Felicitaciones a las autoridades que están al frente por buscar mejorar las infraestructuras de las instituciones sigan trabajando por un mejor mañana para Pangua,educacion,2024-07-05,Positive,2
2892,81,publicacion 167,101,Excelente trabajo  ,educacion,2024-07-05,Positive,2
2893,81,publicacion 167,101,Gracias Sr. Director por su compromiso con la seguridad de nuestros estudiantes.,educacion,2024-07-05,Positive,2
2894,81,publicacion 167,101,Excelente trabajo,educacion,2024-07-05,Positive,2
2895,81,publicacion 167,101,Felicitaciones excelente trabajo,educacion,2024-07-05,Positive,2
2896,81,publicacion 167,101,Felicitaciones a cada autoridad por está importante obra para una educación segura por el bienestar de los niños y adolescentes de Pangua,educacion,2024-07-05,Positive,2
2897,81,publicacion 167,101,"Felicitaciones por tan importante obra a sus entes gestores, de esta manera contribuimos con una educación con seguridad",educacion,2024-07-05,Positive,2
2898,81,publicacion 167,101,Buen trabajo por la seguridad de la comunidad educativa,educacion,2024-07-05,Positive,2
2899,81,publicacion 167,101,Felicitaciones por la gestión realizada en beneficio de la comunidad educativa,educacion,2024-07-05,Positive,2
2900,81,publicacion 167,101,Excelente trabajo....  Luis Alberto Cueva  como siempre pensando en todas las instituciones... ,educacion,2024-07-05,Positive,2
2901,83,publicacion 69,76,Buenas tardes.MSc. Mercedes Montero Monar. Manuelita Sáenz. Cotocollao presente,educacion,2024-07-05,Positive,2
2902,83,publicacion 69,76,Buenas tardes,educacion,2024-07-05,Positive,2
2903,88,publicacion 100,122,Información,educacion,2024-07-05,Neutral,1
2904,90,publicacion 377,74,Buen Vivir,educacion,2024-07-05,Positive,2
2905,99,publicacion 116,60,Excelente trabajo #educacionsiempre,educacion,2024-07-05,Positive,2
2906,99,publicacion 116,60,#ChongonEsEducacion,educacion,2024-07-05,Neutral,1
2907,99,publicacion 116,60,"Buenas noches, felicitando la eficiencia de toda gestión en beneficio de los estudiantes.",educacion,2024-07-05,Positive,2
2908,104,publicacion 174,32,Luís Felipe Chávez #76 Jaramijo,educacion,2024-07-05,Neutral,1
2909,104,publicacion 174,32,Alberto Gorozabel,educacion,2024-07-05,Neutral,1
2910,106,publicacion 188,84,"Excelente gestión, felicitaciones a las autoridades",educacion,2024-07-05,Positive,2
2911,109,publicacion 396,167,"Excelente,culminar el nivel Inicial es un gran paso en este camino académico.",educacion,2024-06-21,Positive,2
2912,109,publicacion 396,167,Bendiciones para los niños y maestro,educacion,2024-06-21,Positive,2
2913,109,publicacion 396,167,Buenas noches ministerio de educación con referencia a los estudiantes de unidad educativa policia nacional del sur no hemos recibido ninguna información a que unidad educativa van a ser trasladados los niños que por el alto costo de las pensiones no podrán continuar se requiere respuestas inmediatas,educacion,2024-06-21,Positive,2
2914,109,publicacion 396,167,Que bien docente apta EGB desempleada,educacion,2024-06-21,Positive,2
2915,111,publicacion 179,100,Felicitaciones excelente gestión y apoyo a la educación ,educacion,2024-06-21,Positive,2
2916,111,publicacion 179,100,Excelente gestión de apoyo a la educación,educacion,2024-06-21,Positive,2
2917,111,publicacion 179,100,Gracias x ser felices a nuestros niños.,educacion,2024-06-21,Positive,2
2918,112,publicacion 411,55,Gracias señor ministro por el acompañamiento en territorio y por la importante gestión en beneficio de nuestros estudiantes.,educacion,2024-06-21,Positive,2
2919,112,publicacion 411,55,"Excelente aporte a la educacion ecuatoriana,se felicita en gran manera por su excelente gestión.",educacion,2024-06-21,Positive,2
2920,112,publicacion 411,55,Felicitaciones estimado Ministro (s),educacion,2024-06-21,Positive,2
2921,112,publicacion 411,55,Bendiciones señor ministro por tan valiosa obra,educacion,2024-06-21,Positive,2
2922,112,publicacion 411,55,La educación avanza gracias a las gestiones de nuestro presidente Noboa por medio de sus ministros ,educacion,2024-06-21,Positive,2
2923,112,publicacion 411,55,Gracias  señor Ministro por las gestiones realizadas a beneficios de nuestros niños,educacion,2024-06-21,Positive,2
2924,112,publicacion 411,55,La educación es lo primero #ecuadoreseducacion,educacion,2024-06-21,Neutral,1
2925,112,publicacion 411,55,Saludos desde Vinces estimado Ministro (s) RIMN apoyando su gestion ,educacion,2024-06-21,Positive,2
2926,114,publicacion 107,81,La equiparacion salarial de los docentes excluidos y maestrantes,educacion,2024-06-21,Negative,0
2927,115,publicacion 378,43,Buenas noches ministerio de educación con referencia a los estudiantes de unidad educativa policia nacional del sur no hemos recibido ninguna información a que unidad educativa van a ser trasladados los niños que por el alto costo de las pensiones no podrán continuar se requiere respuestas inmediatas,educacion,2024-06-21,Positive,2
2928,115,publicacion 378,43,Dónde veo las notas su plataforma no sirve y el colegio no da los reportes,educacion,2024-06-21,Negative,0
2929,116,publicacion 148,41,"Como es que allá renuevan y acá en milagro ni arreglan las escuelas más vale del bolsillo de los padres sale para arreglar las aulas, baños , tuberías, canchas",educacion,2024-06-21,Positive,2
2930,116,publicacion 148,41,El réplica 28 de mayo también necesita de uds muchas gracias Ministerio Educación Ecuador,educacion,2024-06-21,Positive,2
2931,116,publicacion 148,41,Envíame solicitudes de amistad quiero conocer gente nueva ,educacion,2024-06-21,Positive,2
2933,119,publicacion 400,307,También se fue el agua  .....ni una gota tenemos.,educacion,2024-06-21,Positive,2
2934,119,publicacion 400,307,Precautelan la seguridad solo enviando a estudiantes a casa y a los docentes nos tienen aquí en el colegio?,educacion,2024-06-21,Positive,2
2935,119,publicacion 400,307,Mishu Pam ustedes tienen carro chino del año...,educacion,2024-06-21,Neutral,1
2936,119,publicacion 400,307,Roberto Carlos ???,educacion,2024-06-21,Neutral,1
2937,119,publicacion 400,307,Mishu Pam Que raro en nuestro distrito se dió la orden para docentes y estudiantes,educacion,2024-06-21,Negative,0
2938,119,publicacion 400,307,"Igualmente, ningún docente se pronuncia al respecto . Así que hay clases nocturnas normalmente ",educacion,2024-06-21,Negative,0
2939,119,publicacion 400,307,Por favor a nosotros no nos entienden q no tenemos energía y necesitamos realizar notar subir al sistema necesitamos energía,educacion,2024-06-21,Positive,2
2940,119,publicacion 400,307,Excelente,educacion,2024-06-21,Positive,2
2941,119,publicacion 400,307,Información Excelente,educacion,2024-06-21,Positive,2
2942,119,publicacion 400,307,Ahora queremos q llegue el agua... Q barbaridad luz y agua se han ido hoy d improvisto,educacion,2024-06-21,Negative,0
2943,119,publicacion 400,307,Eliza Jessy El agua es por las inundaciones no es culpa del gobierno,educacion,2024-06-21,Positive,2
2944,119,publicacion 400,307,Como es eso sí yo estoy en clase :'),educacion,2024-06-21,Positive,2
2945,119,publicacion 400,307,Exelente la información,educacion,2024-06-21,Positive,2
2946,119,publicacion 400,307,Ya llego que vayan no más,educacion,2024-06-21,Negative,0
2947,119,publicacion 400,307,Emy Geraldine,educacion,2024-06-21,Neutral,1
2948,119,publicacion 400,307,Y universidades?,educacion,2024-06-21,Neutral,1
2949,119,publicacion 400,307,Jhandry Vicente Son autónomas hijito de mami,educacion,2024-06-21,Neutral,1
2950,120,publicacion 150,225,"Antes era tan normal que se dieran uniforme a los niños, incluso en el gobierno de Lasso. Ahora es una ""noticia importante"".",educacion,2024-06-21,Neutral,1
2951,120,publicacion 150,225,Noticia..! Eso es obligación de los gobiernos velar por la educación...gran noticia...!,educacion,2024-06-21,Positive,2
2952,120,publicacion 150,225,Jessy S Yesuka correcto,educacion,2024-06-21,Neutral,1
2953,120,publicacion 150,225,Deberían dar los textos que son muy importantes.,educacion,2024-06-21,Positive,2
2954,120,publicacion 150,225,Excelente y pese a los pocos recursos con  los que el país cuenta. Ojalá se extienda este beneficio a más niño@s.,educacion,2024-06-21,Positive,2
2955,120,publicacion 150,225,"Solo son entregas simbólicas las que estan realizando, hay que esperar para cuando llegue los uniformes y los textos de los estudiantes",educacion,2024-06-21,Neutral,1
2956,120,publicacion 150,225,Y los textos para cuando ?,educacion,2024-06-21,Neutral,1
2957,120,publicacion 150,225,A mis hijos q estudian en las réplicas ni siquiera le dan  peor los libros,educacion,2024-06-21,Positive,2
2958,120,publicacion 150,225,Esto ya tiene aañooosss que se da,educacion,2024-06-21,Neutral,1
2959,120,publicacion 150,225,Felicidades a todos los niños,educacion,2024-06-21,Positive,2
2960,120,publicacion 150,225,Cuando los libros en Manabi es muy difícil trabajar asii por lo menos en los otros Gobiernos alas tres semanas ya teníamos los libros,educacion,2024-06-21,Negative,0
2961,120,publicacion 150,225,Resuelvanos el asunto se los textos,educacion,2024-06-21,Positive,2
2962,120,publicacion 150,225,Ministerio de Educacion ,educacion,2024-06-21,Neutral,1
2963,120,publicacion 150,225,En la provincia de Manabí no recibe nada solo hay que pagar 15 dólares al matrícular después para los libros de hay el mantenimiento solo piden y piden como si fuera escuela pagadas,educacion,2024-06-21,Negative,0
2964,120,publicacion 150,225,"El Nene Francisco Pilligua Zambrano será porque no hay, será que los docentes hacen milagros",educacion,2024-06-21,Negative,0
2965,120,publicacion 150,225,"El Nene Francisco Pilligua Zambrano si usted llega a una escuela fiscal, seguro pide que todo esté a mesa puesta con el argumento de la gratuidad, no lo culpo, esa imagen le venden, la realidad es que si los padres no colaboran, las paredes se pueden caer y el Ministerio no hace nada (mi escuela tiene las paredes frágiles después del terremoto pero no hacen nada), los niños se tendrían que sentar en el piso, porque no entregan bancas, no hay reposición de bancas nuevas desde hace ufffff añosssssss, si un baño se daña, hay que arreglar, los libros aún no llegan, así que de dónde sacamos los docentes si no hay quién cubra necesidades.",educacion,2024-06-21,Negative,0
2966,120,publicacion 150,225,"Karly MV en mí opinión y desde lo que yo eh pasado no es que uno quiera todo a mesa puesta, pero mire donde estudian mis niños la escuela está pasable por así decirlo más el comité general año a año pide cuota de 10 dólares para según arreglos de la institución que hacen nada, donde está la plata no hay y es por eso que ya los padres no quieren colaborar otra que piden y piden sin darse cuenta que los útiles los uniformes están caro y muchos padres al menos en el campo no hay casi trabajo y muchos esperan sus cosechas, y es hay donde uno se pregunta si el distrito no ayuda porque el gobierno no ayuda así de sencillo y fuera diferente que aclaren que ya no hay esa ayuda.. no hablemos sin saber lo que vive cada quien con todo respeto.",educacion,2024-06-21,Negative,0
2967,120,publicacion 150,225,"Genny Vinces y entiendo, por eso dije, si a usted le venden la idea que todo es gratis obvio que está en su derecho, y soy consciente que hay necesidades y como docente estoy en medio de la situación, porque para el ministerio todo es prohibido y tenemos que ver cómo solucionamos, pero hay padres que colaboran una vez, pero no pueden colaborar permanente, porque para eso, llevo a mis niños una particular y pago y sé el destino del dinero, pero la comunidad debe entender algo, las Instituciones Fiscales no reciben todo lo que deberían, se recurre al padre de familia por eso y sé que hay directivos y docentes que abusan y nutren sus bolsillos a costa del sacrificio del padre de familia, como consecuencia pocos colaboran.",educacion,2024-06-21,Negative,0
2968,120,publicacion 150,225,Y libros para cuando?,educacion,2024-06-21,Neutral,1
2969,120,publicacion 150,225,Manabí en que Cantones ? Porque Portoviejo nada,educacion,2024-06-21,Neutral,1
2970,120,publicacion 150,225,Y el ministerio de educación no dise nada,educacion,2024-06-21,Neutral,1
2971,120,publicacion 150,225,En guayaquil no an recibido los niños educación física,educacion,2024-06-21,Neutral,1
2972,120,publicacion 150,225,Elizabeth Quijije en ninguna parte han recibido,educacion,2024-06-21,Neutral,1
2973,120,publicacion 150,225,Esmeralda quininde para cuando,educacion,2024-06-21,Neutral,1
